Exercise_A,Exercise_B,Similarity_avg,Similarity_raw,Difficulty_avg,Difficulty_raw,Prerequisite_avg,Prerequisite_raw
circles_and_arcs,exploring_mean_and_median,1.857142857,3_1_1_1_3_1_1_1_1_5_1_3_2_2,3.214285714,3_3_3_7_1_5_3_2_1_4_4_3_5_1,2.642857143,4_1_1_1_4_1_1_2_2_6_5_4_3_2
circles_and_arcs,angles_2,2.928571429,5_1_1_1_7_2_2_3_2_3_1_4_4_5,3.142857143,4_1_5_7_3_1_1_2_2_5_1_4_4_4,3.5,6_3_1_2_7_2_1_2_2_6_4_6_3_4
graphing_linear_equations,area_of_triangles_1,1.6,3_1_1_1_2,2.8,4_1_6_1_2,1.6,4_1_1_1_1
graphing_linear_equations,combining_like_terms_1,2.2,2_1_1_3_4,2,1_1_3_1_4,2.4,4_1_1_2_4
graphing_linear_equations,rate_problems_2,1.6,3_1_1_1_2,5,1_7_7_8_2,1.6,4_1_1_1_1
graphing_linear_equations,graphing_inequalities,7.2,6_7_7_8_8,5.2,3_6_7_5_5,6.4,7_5_3_9_8
alternate_interior_angles,corresponding_angles,8.111111111,8_8_8_8_8_8_9_7_9,4.444444444,5_3_5_5_2_5_5_5_5,8.111111111,8_8_9_9_8_8_8_9_6
alternate_interior_angles,dividing_decimals_0.5,1.333333333,2_2_1_2_1_1_1_1_1,5.111111111,7_2_6_7_2_6_2_7_7,2.777777778,2_8_1_1_7_1_1_1_3
alternate_interior_angles,segment_addition,1.555555556,3_3_1_1_2_1_1_1_1,6.777777778,5_2_8_7_8_7_8_9_7,2,2_7_1_1_2_1_1_1_2
alternate_interior_angles,congruency_postulates,3.888888889,5_4_2_2_6_1_7_2_6,6.555555556,7_3_6_8_7_8_8_7_5,3.222222222,4_7_1_2_3_1_3_1_7
alternate_interior_angles,parallel_lines_1,8,8_8_9_7_8_7_7_9_9,5.222222222,5_5_5_6_5_6_5_5_5,7.888888889,9_7_9_7_5_8_8_9_9
alternate_interior_angles,congruent_segments,2.111111111,2_3_1_1_2_2_5_1_2,3.777777778,1_2_6_4_5_5_2_6_3,2.888888889,2_8_1_1_6_3_2_1_2
alternate_interior_angles,multiplying_and_dividing_negative_numbers,1.333333333,1_3_1_1_2_1_1_1_1,4.777777778,5_2_5_7_2_5_7_5_5,2.777777778,2_8_1_1_7_2_1_1_2
volume_box,volume_of_rectangular_boxes,7.666666667,9_7_9_7_7_7,3.166666667,3_3_5_3_3_2,7.666666667,8_8_9_7_8_6
volume_box,area_of_a_circle,2.5,2_3_1_4_2_3,3.166666667,2_5_6_2_2_2,3.5,4_2_2_8_2_3
volume_box,area_of_squares_and_rectangles,3.666666667,3_5_2_4_4_4,2,1_3_2_2_2_2,6,8_8_2_8_6_4
volume_box,volume_container,7.333333333,8_7_7_6_8_8,3.666666667,4_3_5_3_2_5,7.5,6_8_8_7_8_8
volume_box,area_1,4.666666667,4_5_5_4_7_3,1.833333333,1_3_1_2_2_2,5.333333333,9_4_4_8_3_4
speed_equal_to_distance_divide_time,expressing_ratios_as_fractions,5.142857143,2_7_3_5_8_5_6,1.857142857,1_1_3_1_2_3_2,4.571428571,3_4_4_5_8_6_2
speed_equal_to_distance_divide_time,metric_area_unit_conversion,3.142857143,1_6_1_1_7_4_2,3.571428571,1_2_4_7_2_5_4,3.142857143,1_6_1_1_7_3_3
speed_equal_to_distance_divide_time,telling_time_2,1.714285714,1_1_1_1_4_2_2,1,1_1_1_1_1_1_1,1.714285714,1_1_1_1_5_2_1
speed_equal_to_distance_divide_time,telling_time_comparing,4.285714286,5_6_2_1_4_8_4,2.571428571,1_5_2_1_2_6_1,3.857142857,4_7_2_1_5_7_1
segment_addition,congruent_segments,5.7,7_8_8_6_4_4_2_6_6_6,2.2,1_2_2_4_2_1_1_4_4_1,5.6,7_8_7_6_5_5_6_4_6_2
segment_addition,midpoint_of_a_segment,7.6,8_8_9_7_6_9_6_7_8_8,4.4,2_4_5_5_5_5_5_4_4_5,7.4,9_8_9_7_8_5_6_6_7_9
segment_addition,measuring_segments,6.1,7_6_8_6_5_4_6_5_8_6,2.7,1_2_3_4_3_1_2_4_5_2,5.8,8_6_7_6_6_5_7_4_7_2
segment_addition,alternate_interior_angles,2.1,1_1_1_4_2_1_3_2_3_3,2.5,1_6_1_4_1_3_2_2_3_2,2.6,1_1_1_4_2_5_3_3_4_2
segment_addition,recognizing_rays_lines_and_line_segments,3.3,5_1_4_5_2_2_6_1_3_4,1.4,1_1_1_3_1_1_1_2_2_1,4,5_1_6_5_2_7_8_1_4_1
square_roots,exponents_2,5.153846154,7_6_6_5_5_1_1_7_6_7_6_4_6,6.538461538,8_7_7_1_9_6_9_6_6_7_7_4_8,3.076923077,2_2_6_1_2_1_2_8_1_6_2_6_1
square_roots,exponents_3,5.153846154,7_2_6_3_7_1_1_7_8_8_7_3_7,7.538461538,8_8_7_7_8_7_9_8_9_7_8_4_8,3.076923077,2_2_7_6_3_1_2_4_1_7_1_3_1
square_roots,exponents_1,4.846153846,7_2_6_6_5_1_1_7_7_6_6_3_6,4.153846154,7_7_5_5_1_2_4_5_5_5_3_2_3,4.461538462,2_3_6_6_4_4_1_7_6_7_7_3_2
square_roots,recognizing_fractions_0.5,2.230769231,4_1_4_1_1_1_1_2_2_5_3_2_2,1.769230769,2_1_3_3_1_1_1_3_1_3_2_1_1,2.692307692,6_3_7_3_1_1_1_2_3_4_1_2_1
square_roots,square_roots_2,7.923076923,8_9_7_9_9_8_9_7_9_8_8_5_7,5.615384615,6_5_7_3_6_4_6_5_6_7_8_4_6,5.307692308,3_4_5_8_7_8_5_4_6_7_1_6_5
division_word_problems_1,division_word_problems_2,8.2,9_9_9_8_7_8_8_8_8_8,6,5_5_6_7_6_6_6_7_6_6,5.1,4_5_7_3_4_8_3_4_9_4
division_word_problems_1,division_1.5,7.9,7_9_9_8_7_8_8_7_8_8,5.2,4_6_5_4_7_6_6_4_4_6,6.2,5_4_9_8_3_9_4_7_8_5
division_word_problems_1,division_0.5,8.7,9_9_9_9_9_9_9_8_8_8,3.3,1_1_5_1_5_5_5_3_4_3,8.4,9_9_9_8_9_9_7_8_8_8
division_word_problems_1,division_2,7.6,4_9_9_9_7_8_8_6_8_8,5.5,4_6_6_4_8_6_7_4_4_6,5.7,4_4_7_9_2_9_3_7_8_4
division_word_problems_1,division_1,8.7,9_9_9_9_9_9_9_7_8_9,3.7,1_1_5_3_5_5_5_3_4_5,8.5,9_9_9_9_8_9_8_7_8_9
independent_probability,permutations_1,3.3,4_4_7_3_2_2_1_3_3_4,6.1,2_7_6_8_2_8_7_8_7_6,3.6,5_3_7_3_3_3_3_2_3_4
independent_probability,counting_2,2.5,3_4_1_1_3_2_1_2_4_4,5.3,7_5_6_4_3_7_1_8_6_6,3.1,2_5_1_1_2_8_3_2_4_3
independent_probability,probability_1,5.5,6_7_4_3_2_8_4_7_6_8,4.5,2_6_6_7_3_4_5_3_4_5,5.7,6_4_5_6_4_7_5_6_6_8
adding_and_subtracting_fractions,subtracting_fractions,8.363636364,8_9_7_9_8_9_9_9_9_7_8,4.272727273,5_5_5_5_6_5_5_4_1_2_4,7.818181818,8_6_8_8_7_6_9_9_9_7_9
adding_and_subtracting_fractions,adding_fractions_with_common_denominators,7.636363636,5_8_9_8_7_7_9_7_9_7_8,1.818181818,2_2_1_2_3_1_1_3_1_2_2,8,8_8_8_7_8_9_9_8_9_7_7
adding_and_subtracting_fractions,converting_decimals_to_fractions_1,5.181818182,3_2_4_7_1_6_8_5_8_6_7,3.363636364,2_2_9_1_3_3_1_4_1_8_3,5.363636364,6_6_3_6_2_7_6_6_8_2_7
adding_and_subtracting_fractions,exponents_1,2.454545455,5_6_1_1_1_2_1_3_2_2_3,5.272727273,7_7_9_1_2_6_2_3_5_8_8,2.090909091,3_3_1_1_1_3_1_3_5_1_1
adding_negative_numbers,absolute_value,3.538461538,4_6_1_1_7_4_2_2_5_3_4_4_3,4,5_4_1_3_4_7_5_1_6_2_3_4_7,3.153846154,4_4_3_2_4_4_4_2_4_3_2_4_1
adding_negative_numbers,number_line_3,5.692307692,5_7_3_4_9_6_3_3_8_6_6_6_8,4.769230769,6_6_8_3_5_9_5_2_3_4_3_3_5,5.307692308,6_6_2_2_8_6_2_3_5_8_6_7_8
adding_negative_numbers,ordering_negative_numbers,5.461538462,2_9_7_4_1_7_7_2_8_3_6_7_8,3.076923077,1_2_6_3_3_6_5_2_1_2_2_3_4,5.692307692,5_9_8_7_1_5_4_3_5_6_7_6_8
adding_negative_numbers,adding_and_subtracting_negative_numbers,8.538461538,9_9_9_9_9_9_9_8_6_9_8_9_8,5.153846154,5_6_5_6_5_5_5_7_2_5_5_5_6,7,6_5_7_8_9_9_9_7_6_8_5_8_4
converting_fractions_to_decimals,recognizing_fractions_0.5,5.5,7_7_6_3_4_3_8_6,1.5,2_1_1_1_2_1_3_1,4.75,6_6_2_2_3_5_7_7
converting_fractions_to_decimals,areas_of_trapezoids,2,3_1_4_1_1_1_4_1,5.5,3_4_6_7_6_7_6_5,1.5,2_1_1_1_1_1_4_1
converting_fractions_to_decimals,converting_decimals_to_fractions_1,8.125,8_7_8_8_8_8_9_9,3.75,4_1_3_3_4_5_5_5,7.5,6_7_8_7_7_8_9_8
converting_fractions_to_decimals,recognizing_fractions,6,7_6_6_2_6_5_8_8,1.375,1_1_1_1_2_1_2_2,4.5,5_1_3_1_4_6_7_9
converting_fractions_to_decimals,converting_decimals_to_percents,6.375,3_8_6_5_7_5_8_9,3.5,2_1_7_1_4_3_5_5,5.375,2_7_2_6_7_6_8_5
converting_fractions_to_decimals,adding_and_subtracting_negative_numbers,1.5,2_1_3_1_1_1_2_1,3.375,1_7_7_1_3_2_4_2,1.5,1_1_1_1_1_1_3_3
converting_fractions_to_decimals,writing_fractions_1,5.625,7_7_7_2_4_3_7_8,2.625,1_1_1_3_4_3_6_2,4.5,5_6_4_2_4_2_6_7
similar_triangles_2,creating_bar_charts_1,1.125,2_1_1_1_1_1_1_1,2.375,2_5_1_2_2_1_1_5,2.125,6_1_1_1_1_5_1_1
similar_triangles_2,axis_of_symmetry,2.375,2_3_1_4_1_1_3_4,2.5,2_3_3_3_4_2_1_2,3.625,6_3_1_4_2_5_7_1
similar_triangles_2,congruent_triangles_2,3.625,3_4_1_3_1_2_7_8,4.5,3_7_2_4_4_6_5_5,5.125,6_3_4_6_2_4_9_7
similar_triangles_2,similar_triangles_1,6.25,4_4_7_8_7_4_8_8,4.5,2_8_2_5_3_7_5_4,7,7_3_7_9_9_3_9_9
similar_triangles_2,solving_similar_triangles_1,7.25,7_8_8_8_8_2_9_8,5.125,6_3_5_6_3_6_5_7,5.875,3_4_7_8_8_5_9_3
similar_triangles_1,congruent_triangles_1,6.888888889,6_9_4_8_8_8_4_7_8,5,6_5_4_7_5_5_4_5_4,6.888888889,5_9_6_7_9_8_4_6_8
similar_triangles_1,degrees_to_radians,1.888888889,2_1_1_1_1_1_4_2_4,5.333333333,6_9_7_5_6_2_4_2_7,2.666666667,4_1_1_1_1_2_4_8_2
similar_triangles_1,congruent_triangles_2,5.444444444,6_5_6_4_5_2_6_7_8,4.777777778,3_4_7_7_3_3_5_5_6,4.222222222,4_3_4_4_3_3_7_6_4
similar_triangles_1,similar_triangles_2,6.555555556,8_7_8_1_8_9_4_5_9,6,5_8_5_7_7_5_6_5_6,6.111111111,5_6_9_5_7_8_6_6_3
similar_triangles_1,congruency_postulates,4.888888889,7_3_3_6_4_2_4_7_8,6.333333333,6_6_8_7_7_8_4_5_6,4.777777778,5_5_2_7_5_2_6_7_4
composite_numbers,prime_factorization,7.727272727,8_9_8_8_7_9_8_7_8_5_8,6,5_7_8_3_6_8_9_6_3_5_6,5.272727273,9_9_2_8_8_1_2_3_7_5_4
composite_numbers,divisibility_tests,6.363636364,9_6_4_7_4_3_8_8_8_5_8,4.636363636,4_6_3_5_4_4_1_8_6_4_6,5.909090909,9_5_7_5_5_7_9_2_7_6_3
composite_numbers,divisibility_0.5,7,9_8_4_8_7_4_9_8_7_5_8,5.272727273,5_2_7_6_5_6_5_6_6_5_5,5.727272727,9_7_3_5_8_8_5_5_4_5_4
composite_numbers,prime_numbers,8.454545455,9_9_9_8_8_9_9_9_9_5_9,4.545454545,5_5_5_5_5_5_1_5_5_5_4,7.727272727,9_9_5_7_9_7_9_8_8_5_9
composite_numbers,divisibility_intuition,7.272727273,9_7_8_7_4_8_9_8_8_4_8,3.454545455,1_6_2_2_8_1_2_4_2_4_6,7,9_7_8_8_5_8_9_6_8_5_4
subtracting_fractions,converting_mixed_numbers_and_improper_fractions,7,6_5_7_8_6_9_8,3.714285714,3_1_6_6_2_5_3,5.857142857,4_5_7_4_5_9_7
subtracting_fractions,adding_fractions,8.428571429,9_8_8_8_9_9_8,5,5_5_5_5_5_5_5,8.571428571,7_9_9_8_9_9_9
subtracting_fractions,adding_and_subtracting_fractions,8.571428571,8_8_8_9_9_9_9,5.714285714,5_5_6_7_5_6_6,6.571428571,8_9_7_4_9_1_8
subtracting_fractions,order_of_operations,4.714285714,7_3_1_7_1_7_7,4.714285714,6_2_8_4_3_5_5,4.428571429,4_2_2_7_2_9_5
subtracting_fractions,writing_proportions,4.285714286,6_2_6_6_1_7_2,7.142857143,7_7_7_6_9_8_6,2.857142857,4_1_4_3_1_3_4
subtracting_fractions,time_word_problem_4,3.285714286,6_1_1_4_1_7_3,4,6_2_6_5_1_5_3,3.285714286,4_2_1_4_1_6_5
subtracting_fractions,simplifying_fractions,6,6_5_7_6_2_9_7,2.428571429,3_1_4_3_1_1_4,6.142857143,5_2_7_7_5_9_8
subtracting_decimals_0.5,integers_multiply_decimals,3.6,7_2_3_4_2_7_3_2_3_3,7.4,7_9_7_6_9_6_9_7_7_7,2.9,7_1_3_3_1_7_1_2_2_2
subtracting_decimals_0.5,adding_decimals,7.6,8_6_8_6_8_8_8_9_7_8,3.8,3_5_2_3_5_5_2_5_4_4,8.1,8_9_8_9_8_9_8_7_6_9
subtracting_decimals_0.5,subtracting_decimals,8.7,9_9_9_7_9_9_9_9_8_9,6.1,8_5_7_6_5_5_6_7_5_7,6.1,9_9_4_3_9_9_4_4_6_4
subtracting_decimals_0.5,subtraction_4,7.3,4_8_9_6_7_7_8_8_8_8,4.7,4_5_2_5_6_5_4_5_6_5,5.7,3_7_8_4_6_7_6_4_4_8
subtracting_decimals_0.5,subtraction_3,7.8,6_8_8_6_8_8_9_9_8_8,3.3,2_4_1_5_2_3_4_5_5_2,6.5,6_7_8_4_6_9_6_7_6_6
